"player_name","player_home_region","player_current_region","team_name","account_server","account_name","account_last_active"
"Levi","VT","VT","GAM Esports","KR","leewhy1","2019-01-13 10:57:37"
"Levi","VT","VT","GAM Esports","KR","??? ??","2018-01-24 00:36:03"
"Levi","VT","VT","GAM Esports","NA","L 5 22 9","2022-10-15 15:19:17"
"Levi","VT","VT","GAM Esports","NA","ugjBm6WaFgQcU1jL","2018-08-29 00:06:39"
"Leyan","CN","CN","Rare Atom","EUW","mfYKJqDBNQQxeQKs","2019-11-03 00:17:34"
"Leyan","CN","CN","Rare Atom","KR","Karina167","2022-11-02 18:16:11"
"Leyan","CN","CN","Rare Atom","KR","Capper","2022-05-15 16:28:29"
"Leyan","CN","CN","Rare Atom","KR","2743475454903840","2022-01-11 17:42:01"
"Leyan","CN","CN","Rare Atom","KR","H H H L J Z","2020-07-06 20:38:48"
"Leyan","CN","CN","Rare Atom","KR","60670290del","2019-11-04 00:00:00"
"Liang","PCS","PCS","Beyond Gaming","EUW","BYG Doggo","2021-10-07 22:08:45"
"Liang","PCS","PCS","Beyond Gaming","EUW","2021Worlds0085","2021-09-26 17:43:56"
"Liang","PCS","PCS","Beyond Gaming","KR","2654324568450112","2022-01-11 12:49:04"
"Liang","PCS","PCS","Beyond Gaming","KR","MAD Liang","2018-11-19 06:15:28"
"Liang","PCS","PCS","Beyond Gaming","NA","bygbygbygpsg","2022-10-02 16:50:34"
"Licorice","NA","NA","Golden Guardians","EUW","bwipobwipobwipo","2019-11-04 00:00:00"
"Licorice","NA","NA","Golden Guardians","EUW","bwipobwipobwipo","2019-09-11 19:19:21"
"Licorice","NA","NA","Golden Guardians","KR","???? ??","2020-01-16 14:43:34"
"Licorice","NA","NA","Golden Guardians","KR","wcngc1801","2018-10-27 23:17:27"
"Licorice","NA","NA","Golden Guardians","NA","Licorice","2022-11-01 23:00:35"
"Life","KR","KR","KT Rolster","EUW","LeonardoDiCaprlo","2021-10-30 21:32:01"
"Life","KR","KR","KT Rolster","KR","Rascal","2022-11-02 12:16:18"
"Life","KR","KR","KT Rolster","KR","Doinb","2022-06-11 13:31:52"
"Life","KR","KR","KT Rolster","KR","? ?","2018-09-26 10:11:05"
"Light","CN","CN","LNG Esports","EUW","laozitianye","2021-10-17 23:19:57"
"Light","CN","CN","LNG Esports","KR","1313BB","2022-11-02 11:42:19"
"Light","CN","CN","LNG Esports","KR","2639437399000640","2022-01-12 07:00:54"
"Light","CN","CN","LNG Esports","KR","95340223del","2021-01-19 05:07:03"
"Light","CN","CN","LNG Esports","KR","77180222del","2020-12-08 11:45:27"
"Likai","PCS","PCS","Beyond Gaming","NA","LucyLucy","2022-10-02 16:03:31"
"Lilv","PCS","PCS","J Team","EUW","Magic of Love","2019-11-04 00:00:00"
"Lilv","PCS","PCS","J Team","KR","95075994del","2021-02-12 20:24:05"
"Limit","EU","EU","Team BDS","EUW","IlIIllllIlIlIl","2022-11-01 18:11:59"
"Limit","EU","EU","Team BDS","EUW","KRALJ LIMIT","2019-11-24 15:46:54"
"Limit","EU","EU","Team BDS","KR","2966566979307392","2022-05-20 15:09:18"
"LiquidDiego","LLA","LLA","Estral Esports","NA","LiquidDiego","2022-10-31 10:33:23"
"Lonely","KR","LLA","Team Aze","KR","LoneIy","2022-05-14 14:57:27"
"Lonely","KR","LLA","Team Aze","KR","Liiv ???","2021-01-09 17:25:24"
"Lost","NA","NA","Immortals","NA","Lxst","2022-10-15 18:11:35"
"Lost","NA","NA","Immortals","NA","spam tab","2022-09-20 22:38:57"
"Lot","TR","TR","Besiktas e-Sports Club","EUW","chenzelot","2022-11-02 13:52:12"
"Lot","TR","TR","Besiktas e-Sports Club","EUW","IW Lot","2021-02-28 10:48:02"
"Lot","TR","TR","Besiktas e-Sports Club","EUW","lot1","2021-01-08 21:37:29"
"Lourlo","NA","NA","Team Liquid","KR","lullullullullul","2017-05-25 14:38:06"
"Lourlo","NA","NA","Team Liquid","NA","year of lourlo","2022-11-02 06:07:51"
"Lourlo","NA","NA","Team Liquid","NA","The Lo","2022-11-01 04:21:43"
"Lourlo","NA","NA","Team Liquid","NA","Lourlo","2022-08-17 05:14:52"
"Lourlo","NA","NA","Team Liquid","NA","Dodge Counter","2022-05-30 01:09:42"
"Lourlo","NA","NA","Team Liquid","NA","lourBusiness","2021-12-18 07:23:25"
"Lourlo","NA","NA","Team Liquid","NA","a little opus","2020-01-08 08:58:32"
"Lourlo","NA","NA","Team Liquid","NA","wow nice meta","2019-08-07 02:48:13"
"Lourlo","NA","NA","Team Liquid","NA","top plzz","2017-05-26 09:00:30"
"Luana","TR","TR","Galatasaray Esports","EUW","Vinogradov","2022-11-02 23:03:11"
"Luana","TR","TR","Galatasaray Esports","EUW","1Luana","2022-11-01 17:02:18"
"Luana","TR","TR","Galatasaray Esports","EUW","Ben Berko","2022-11-01 12:53:34"
"Lucas","CN","CN","Invictus Gaming","KR","2639432417625152","2022-01-12 04:58:43"
"Lucas","CN","CN","Invictus Gaming","KR","zheduibai","2020-12-09 06:00:53"
"Luci","KR","BR","paiN Gaming","EUW","DK TroubleMaker","2021-05-08 22:47:33"
"Luci","KR","BR","paiN Gaming","EUW","solid sna ku","2019-11-04 00:00:00"
"Luci","KR","BR","paiN Gaming","EUW","lost my phone","2019-09-24 00:23:33"
"Luci","KR","BR","paiN Gaming","EUW","lost my phone","2019-09-18 00:39:54"
"Luci","KR","BR","paiN Gaming","KR","?? ?? ??","2022-06-23 13:04:25"
"Luger","TR","NA","Counter Logic Gaming","EUW","Malxsmurf","2021-12-25 23:27:23"
"Luger","TR","NA","Counter Logic Gaming","EUW","Lugerr","2021-02-04 10:43:19"
"Luger","TR","NA","Counter Logic Gaming","EUW","XASDASDSAD","2021-01-19 21:22:10"
"Luger","TR","NA","Counter Logic Gaming","KR","2891408280814912","2022-05-20 22:36:51"
"Luger","TR","NA","Counter Logic Gaming","NA","Kral Luger","2022-10-02 21:53:29"
"Luger","TR","NA","Counter Logic Gaming","NA","CLG Luger","2022-06-17 20:04:42"
"LvMao","CN","CN","LNG Esports","KR","?? ? ?12","2022-03-28 08:01:06"
"LvMao","CN","CN","LNG Esports","KR","2639436761458240","2022-01-12 07:27:44"
"Lwx","CN","CN","FunPlus Phoenix","EUW","pan ni shi nian","2021-10-14 23:08:58"
"Lwx","CN","CN","FunPlus Phoenix","EUW","dang qiu qian","2019-11-10 09:09:25"
"Lwx","CN","CN","FunPlus Phoenix","EUW","Hawthorn Tree","2019-10-02 22:39:22"
"Lwx","CN","CN","FunPlus Phoenix","EUW","da sha bi","2019-10-02 21:44:03"
"Lwx","CN","CN","FunPlus Phoenix","KR","asdasdfdafqw","2022-05-24 08:25:21"
"Lwx","CN","CN","FunPlus Phoenix","KR","2639431162594336","2022-01-12 05:18:41"
"Lwx","CN","CN","FunPlus Phoenix","KR","95250214del","2021-01-19 04:53:49"
"Lwx","CN","CN","FunPlus Phoenix","KR","maoxiandao","2020-01-09 05:34:59"
"M1kuya","CN","CN","JD Gaming","KR","Always Howl","2022-10-07 13:51:06"
"M1kuya","CN","CN","JD Gaming","KR","2639437822117312","2022-01-12 12:08:20"
"M1kuya","CN","CN","JD Gaming","NA","hu1atang","2022-10-28 05:10:04"
"Madlife","KR","KR","Hanwha Life Esports","KR","???????","2022-09-25 13:39:27"
"Madlife","KR","KR","Hanwha Life Esports","KR","???????","2019-09-12 08:23:14"
"Malice","EU","NA","Cloud9","KR","2858935330227584","2022-01-11 08:07:31"
"Malice","EU","NA","Cloud9","KR","97633824del","2020-04-28 08:32:18"
"Malice","EU","NA","Cloud9","NA","Hazal Naz Edholm","2022-05-01 11:38:06"
"Malrang","KR","EU","Rogue","EUW","RGE Malrang","2022-09-29 10:44:53"
"Malrang","KR","EU","Rogue","EUW","1 or 6","2021-05-21 21:17:05"
"Malrang","KR","EU","Rogue","EUW","RBE Malrang","2018-04-23 23:59:02"
"Malrang","KR","EU","Rogue","KR","Co24","2022-11-01 18:41:59"
"Malrang","KR","EU","Rogue","KR","RGE Malrang","2022-04-17 19:32:28"
"Malrang","KR","EU","Rogue","KR","Malrang","2020-06-23 19:11:09"
"Malrang","KR","EU","Rogue","NA","rsdf1312315sfs","2022-10-18 22:57:40"
"Maoan","PCS","PCS","Beyond Gaming","EUW","UMBBBBBBBBBBB","2021-10-07 21:35:05"
"Maoan","PCS","PCS","Beyond Gaming","KR","2654329405588896","2022-01-11 00:56:30"
"Maple","PCS","NA","TSM","EUW","Viikingr","2021-10-16 21:34:23"
"Maple","PCS","NA","TSM","EUW","Full C0unter","2021-05-20 17:11:49"
"Maple","PCS","NA","TSM","EUW","AlphaGo 003","2018-05-18 10:19:43"
"Maple","PCS","NA","TSM","KR","liiiiliiillllli","2022-11-02 13:13:11"
"Maple","PCS","NA","TSM","KR","wbwbwbwbwb1","2022-08-17 18:47:24"
"Maple","PCS","NA","TSM","KR","2654328365704800","2022-01-10 06:39:22"
"Maple","PCS","NA","TSM","KR","MapleStory300IV","2021-02-25 19:39:25"
"Maple","PCS","NA","TSM","KR","95150225del","2021-01-06 17:11:51"
"Maple","PCS","NA","TSM","KR","????????","2019-11-27 16:32:26"
"Maple","PCS","NA","TSM","KR","AlphaGo 002","2019-01-13 06:42:35"
"MapSSi","KR","KR","Kwangdong Freecs","KR","?  ?  ?  ?","2022-05-12 03:15:24"
"MapSSi","KR","KR","Kwangdong Freecs","KR","2614678151751136","2021-05-18 13:35:26"
"Mark","CN","CN","Top Esports","KR","DuDu11","2022-09-25 11:41:12"
"Mark","CN","CN","Top Esports","KR","2639433263539296","2022-01-11 08:11:28"
"Mark","CN","CN","Top Esports","KR","WE 77","2020-09-10 17:24:36"
"Mark","CN","CN","Top Esports","NA","DuDu11","2022-10-14 20:18:56"
"Markoon","EU","EU","exceL Esports","EUW","Barkoon","2022-11-02 19:04:47"
"Markoon","EU","EU","exceL Esports","EUW","ikklapjouwII","2022-01-11 22:45:48"
"Markoon","EU","EU","exceL Esports","KR","2891408570484672","2022-05-29 05:47:11"
"Matsukaze","BR","BR","Vorax Liberty","BR","mrmrmr","2022-09-15 16:59:09"
"Matsukaze","BR","BR","Vorax Liberty","BR","dmc","2021-01-11 19:17:05"
"Matsukaze","BR","BR","Vorax Liberty","BR","BeVqHx57Yo","2019-11-04 00:00:00"
"Matsukaze","BR","BR","Vorax Liberty","BR","hyperbolic","2018-12-04 12:03:48"
"Max","KR","KR","Hanwha Life Esports","KR","HLE Max","2019-11-09 01:44:53"
"Maximize","OCE","OCE","ORDER","KR","2960772465583712","2022-05-14 01:34:10"
"Maximize","OCE","OCE","ORDER","KR","FLAGGED 28323667","2022-04-30 07:48:44"
"Maximize","OCE","OCE","ORDER","KR","mxmz","2022-04-30 02:46:30"
"Maynter","RU","RU","One Breath Gaming","EUW","Maynter","2022-11-02 19:49:34"
"Meiko","CN","CN","EDward Gaming","EUW","Heimskáut réfur","2021-11-05 21:39:16"
"Meiko","CN","CN","EDward Gaming","EUW","2021Worlds0109","2021-09-28 10:13:19"
"Meiko","CN","CN","EDward Gaming","KR","twilignt","2022-09-25 17:14:53"
"Meiko","CN","CN","EDward Gaming","KR","2639435600627104","2022-01-11 17:51:06"
"Meiko","CN","CN","EDward Gaming","KR","95270217del","2021-01-13 10:04:35"
"Meiko","CN","CN","EDward Gaming","KR","???? ??","2020-01-08 18:37:40"
"Meiko","CN","CN","EDward Gaming","KR","1773786del","2019-07-19 08:45:38"
"Meiko","CN","CN","EDward Gaming","KR","???????","2018-10-08 10:04:27"
"Meiko","CN","CN","EDward Gaming","KR","K1rito","2017-10-01 09:55:26"
"Meiko","CN","CN","EDward Gaming","NA","iv0ry tower","2022-10-23 03:10:07"
"Meliodas","VT","VT","Team Flash","KR","gjan nan qoa","2018-10-14 22:37:42"
"Memo","TR","TR","5 Ronin","EUW","BAO benim babam","2022-11-02 17:37:35"
"Mersa","EU","EU","Misfits Gaming","EUW","mersa777","2022-11-02 22:53:28"
"Mia","KR","NA","TSM","KR","TSM FTX Mia","2022-11-02 04:35:32"
"Mia","KR","NA","TSM","KR","TSM Mia","2022-10-31 06:45:18"
"Mia","KR","NA","TSM","NA","TSM FTX Mia","2022-08-23 23:08:08"
"MightyDragon","RU","RU","CrowCrowd","EUW","Whiskey553","2022-07-21 22:46:51"
"MightyDragon","RU","RU","CrowCrowd","EUW","MightyXDragon v2","2021-10-29 14:10:51"
"MightyDragon","RU","RU","CrowCrowd","EUW","XMightyDragon","2020-08-27 22:19:59"
"MightyDragon","RU","RU","CrowCrowd","EUW","VAE Merao","2019-08-30 23:48:26"
"Mikyx","EU","EU","exceL Esports","EUW","BiIly Butcher","2022-10-30 14:55:37"
"Mikyx","EU","EU","exceL Esports","EUW","Hand Dipper Kano","2022-07-19 22:17:29"
"Mikyx","EU","EU","exceL Esports","EUW","Riza Hawkeyé","2019-12-17 20:31:14"
"Mikyx","EU","EU","exceL Esports","EUW","VegetableMuncher","2018-03-23 16:03:33"
"Mikyx","EU","EU","exceL Esports","KR","2891408603137856","2022-05-27 16:11:02"
"Mikyx","EU","EU","exceL Esports","KR","MSF Kacchan","2018-05-15 08:37:03"
"Ming","CN","CN","Royal Never Give Up","EUW","songqingliu gdlk","2021-10-22 22:34:41"
"Ming","CN","CN","Royal Never Give Up","EUW","niudefuwuqi","2021-05-23 10:07:40"
"Ming","CN","CN","Royal Never Give Up","EUW","mnbvcxz","2021-04-30 10:15:41"
"Ming","CN","CN","Royal Never Give Up","EUW","FYVKMOSB","2021-04-28 11:00:46"
"Ming","CN","CN","Royal Never Give Up","EUW","sadsagasvx","2019-11-04 00:00:00"
"Ming","CN","CN","Royal Never Give Up","EUW","Who cars","2019-10-02 23:00:04"
"Ming","CN","CN","Royal Never Give Up","KR","SMB bangzhu","2022-09-23 09:29:32"
"Ming","CN","CN","Royal Never Give Up","KR","???????","2022-04-29 06:44:36"
"Ming","CN","CN","Royal Never Give Up","KR","2639440226330016","2022-01-11 05:19:00"
"Ming","CN","CN","Royal Never Give Up","KR","95330223del","2021-01-18 17:08:54"
"Ming","CN","CN","Royal Never Give Up","KR","ohhaohha","2018-10-19 11:28:53"
"Ming","CN","CN","Royal Never Give Up","KR","RWS Right","2018-09-13 09:05:10"
"Ming","CN","CN","Royal Never Give Up","KR","yhxgwxbc","2017-10-01 01:55:43"
"Ming","CN","CN","Royal Never Give Up","NA","uhzgnaB BMS","2022-10-20 01:50:34"
"Ming","CN","CN","Royal Never Give Up","NA","nefihzus BMS","2022-09-26 07:36:45"
"Minji","PCS","PCS","Beyond Gaming","KR","95541460del","2021-01-19 05:35:10"
"Minji","PCS","PCS","Beyond Gaming","NA","Yangminji","2022-10-02 05:12:23"
"Mireu","KR","LLA","Estral Esports","KR","ililili1liililii","2022-11-02 08:13:23"
"Missing","CN","CN","JD Gaming","KR","changguiiiiiiiii","2022-05-09 18:57:54"
"Missing","CN","CN","JD Gaming","KR","2639445443822912","2022-01-11 19:22:23"
"Missing","CN","CN","JD Gaming","KR","msblmktmsmsy","2020-08-03 19:31:38"
"Missing","CN","CN","JD Gaming","KR","79461219del","2020-05-03 10:35:53"
"Missing","CN","CN","JD Gaming","NA","lmrznbahhh","2022-10-29 06:03:13"
"Mission","PCS","PCS","CTBC Flying Oyster","EUW","Iloveberlin","2019-11-04 00:00:00"
"Mission","PCS","PCS","CTBC Flying Oyster","KR","95611458del","2021-01-19 08:43:01"
"Mission","PCS","PCS","CTBC Flying Oyster","KR","mide gui tou","2019-12-23 17:24:58"
"Mission","PCS","PCS","CTBC Flying Oyster","KR","m15510n","2018-01-10 22:37:56"
"mithy","EU","NA","100 Thieves","BR","JOGABONlTO","2017-05-26 00:11:49"
"mithy","EU","NA","100 Thieves","EUW","Grandpa Alf","2021-12-04 13:59:48"
"mithy","EU","NA","100 Thieves","EUW","mithypote","2020-10-19 14:05:33"
"mithy","EU","NA","100 Thieves","EUW","IlllIIlIIlllI","2019-11-04 00:00:00"
"mithy","EU","NA","100 Thieves","EUW","2v2 bot plz","2017-10-08 15:39:13"
"mithy","EU","NA","100 Thieves","EUW","iThy","2017-09-10 21:23:48"
"mithy","EU","NA","100 Thieves","KR","G2supportKing","2017-09-30 09:16:08"
"MnM","PCS","PCS","Hong Kong Attitude","EUW","SAJ4GApT9poUfrYD","2019-11-04 00:00:00"
"MnM","PCS","PCS","Hong Kong Attitude","KR","53666","2019-12-24 13:11:39"
"Mojito","TR","TR","Galatasaray Esports","EUW","Mojit0","2022-01-24 21:46:09"
"Mojito","TR","TR","Galatasaray Esports","EUW","GS Mojito","2022-01-11 00:53:15"
"Mojito","TR","TR","Galatasaray Esports","EUW","EG0 Womanizer","2022-01-09 17:43:12"
"Mojito","TR","TR","Galatasaray Esports","EUW","ReaI MAN","2021-10-27 14:59:44"
"Mojito","TR","TR","Galatasaray Esports","EUW","Shin Jin Young","2018-12-28 20:18:53"
"Moment","KR","KR","T1","EUW","iloveyouloveyou","2021-10-29 17:07:52"
"Moment","KR","KR","T1","EUW","iloveyouloveyou","2021-09-28 20:52:24"
"Moment","KR","KR","T1","NA","11111ll11111","2022-10-16 07:35:13"
"Moojin","KR","JP","V3 Esports","EUW","AlphaGo 004","2018-05-19 08:59:34"
"Moojin","KR","JP","V3 Esports","KR","MooJin777","2022-11-01 09:18:52"
"Moojin","KR","JP","V3 Esports","KR","?????","2022-10-24 11:14:57"
"Moojin","KR","JP","V3 Esports","KR","??? ? ???","2022-09-18 06:57:45"
"Moojin","KR","JP","V3 Esports","KR","FW MooJin2","2018-09-19 21:48:22"
"Morgan","KR","KR","Fredit BRION","EUW","Star is coming","2021-10-19 17:19:01"
"Morgan","KR","KR","Fredit BRION","KR","BRO Morgan","2022-10-31 16:04:36"
"Morgan","KR","KR","Fredit BRION","KR","????","2022-02-14 06:18:01"
"Morgan","KR","KR","Fredit BRION","KR","95310217del","2020-09-09 11:38:26"
"Mowgli","KR","KR","DRX","EUW","UZuzmawhigbH9nDU","2019-11-04 00:00:00"
"Mowgli","KR","KR","DRX","KR","coldoutside","2022-08-27 07:53:24"
"Mowgli","KR","KR","DRX","KR","Spring sonata","2022-06-06 16:07:25"
"Naehyun","KR","JP","Crest Gaming Act","KR","?? ???","2022-07-27 20:57:32"
"Nemesis","EU","KR","Gen.G","EUW","GenG Janitor","2022-01-11 19:58:34"
"Nemesis","EU","KR","Gen.G","EUW","the inescapable","2021-01-07 20:18:22"
"Nemesis","EU","KR","Gen.G","EUW","Mr Ascendant","2020-10-29 17:35:10"
"Nemesis","EU","KR","Gen.G","EUW","clearlove fanboi","2020-09-02 20:39:23"
"Nemesis","EU","KR","Gen.G","EUW","tehgeokiller","2020-06-22 14:27:37"
"Nemesis","EU","KR","Gen.G","KR","small champ pool","2022-11-01 17:49:25"
"Nemesis","EU","KR","Gen.G","KR","Leminem","2022-09-20 09:10:25"
"Nemesis","EU","KR","Gen.G","KR","Gengarnold","2021-09-14 17:52:48"
"Neon","EU","EU","Misfits Gaming","EUW","x4T7","2022-11-02 20:11:57"
"Neon","EU","EU","Misfits Gaming","EUW","DB Co?per","2022-11-01 15:23:58"
"Neramin","TR","TR","Galakticos","EUW","ramen monster","2022-10-29 09:39:37"
"Neramin","TR","TR","Galakticos","EUW","Neramin1","2022-10-26 09:19:59"
"Neramin","TR","TR","Galakticos","EUW","Neramin555","2022-08-31 12:06:48"
"Neramin","TR","TR","Galakticos","EUW","Neramin2","2021-03-07 18:33:07"
"Neramin","TR","TR","Galakticos","EUW","123qwe456","2020-11-10 12:38:18"
"Nestea","PCS","PCS","J Team","KR","95591453del","2021-01-19 08:33:37"
"Netuno","BR","BR","FURIA Esports","KR","2891407264269600","2022-05-18 19:47:07"
"Ninja","KR","JP","Rascal Jester","KR","???","2022-08-07 04:48:00"
"Nisqy","EU","EU","MAD Lions","EUW","20NISQY23","2022-11-02 23:07:01"
"Nisqy","EU","EU","MAD Lions","EUW","NISQY IS BACK","2022-09-23 14:43:10"
"Nisqy","EU","EU","MAD Lions","EUW","chomaker","2021-10-16 14:24:37"
"Nisqy","EU","EU","MAD Lions","EUW","C9 Nisqy","2019-09-12 13:39:53"
"Nisqy","EU","EU","MAD Lions","EUW","C9 Nisqy","2019-09-11 19:30:34"
"Nisqy","EU","EU","MAD Lions","EUW","C9 Nisqy","2019-09-10 13:24:48"
"Nisqy","EU","EU","MAD Lions","KR","C9 R00kie","2020-01-15 11:34:44"
"Nisqy","EU","EU","MAD Lions","NA","wouhouu","2022-10-02 16:53:13"
"Nisqy","EU","EU","MAD Lions","NA","Javier Batalla","2022-09-25 17:04:15"
"Nisqy","EU","EU","MAD Lions","NA","C9C9C9C9C9","2020-08-29 05:22:06"
"Nisqy","EU","EU","MAD Lions","NA","134679316497","2020-08-13 02:15:22"
"Nisqy","EU","EU","MAD Lions","NA","NV Nisqy","2017-08-25 07:20:31"
"Nuclear","KR","KR","DWG KIA","EUW","Whats up EU","2019-11-04 00:00:00"
"Nuclear","KR","KR","DWG KIA","EUW","MalrangCow","2018-04-10 17:16:11"
"Nuclear","KR","KR","DWG KIA","KR","Like Blackjack","2022-10-26 15:39:21"
"Nuclear","KR","KR","DWG KIA","KR","zl???S2","2022-10-23 03:29:35"
"Nuclear","KR","KR","DWG KIA","KR","??? ???","2019-09-04 05:56:19"
"Nuclearint","EU","EU","Team BDS","EUW","knight9zz","2022-11-01 15:19:37"
"Nuclearint","EU","EU","Team BDS","EUW","mathéo matelot","2021-11-15 06:53:28"
"Nuclearint","EU","EU","Team BDS","KR","2966566870836832","2022-05-20 11:39:55"
"Nuguri","KR","KR","DWG KIA","EUW","Stargazer7","2021-10-14 21:25:53"
"Nuguri","KR","KR","DWG KIA","EUW","urGXepZFMwdlt94j","2019-11-04 00:00:00"
"Nuguri","KR","KR","DWG KIA","KR","????","2022-09-29 14:53:55"
"Nuguri","KR","KR","DWG KIA","KR","??? ?","2022-09-29 03:08:03"
"Nuguri","KR","KR","DWG KIA","KR","????","2022-09-25 17:26:34"
"Nuguri","KR","KR","DWG KIA","KR","95440174del","2020-09-21 16:29:53"
"Nuguri","KR","KR","DWG KIA","KR","??????","2020-01-09 10:00:15"
"Nukeduck","EU","EU","exceL Esports","EUW","nukëduck","2022-06-27 10:52:57"
"Nukeduck","EU","EU","exceL Esports","EUW","Earth box","2020-03-05 18:34:27"
"Nukeduck","EU","EU","exceL Esports","EUW","V nukeduck","2019-11-04 00:00:00"
"Nukeduck","EU","EU","exceL Esports","EUW","s04 Nukeduck1","2018-08-08 19:29:37"
"Nukeduck","EU","EU","exceL Esports","EUW","llIIIIlllIIllII3","2018-01-13 14:14:04"
"Oddie","LLA","LLA","Rainbow7","EUW","fYQ63qPMKID2rTtD","2019-11-04 00:00:00"
"Oddie","LLA","LLA","Rainbow7","EUW","OddieLAN","2018-05-05 09:05:14"
"Oddie","LLA","LLA","Rainbow7","KR","Oddie","2019-11-04 00:00:00"
"Oddie","LLA","LLA","Rainbow7","NA","badjglerxd","2022-08-19 06:37:48"
"Odoamne","EU","EU","Rogue","EUW","Odoamne","2022-11-02 22:44:22"
"Odoamne","EU","EU","Rogue","EUW","OBOOPXKU","2022-04-15 16:18:36"
"Odoamne","EU","EU","Rogue","EUW","EU POLIZEI","2021-10-08 19:50:58"
"Odoamne","EU","EU","Rogue","EUW","MAD Ayayaya","2021-01-20 02:24:10"
"Odoamne","EU","EU","Rogue","EUW","tempname87678","2021-01-09 23:43:43"
"Odoamne","EU","EU","Rogue","NA","SNIFFA xdding","2022-10-20 17:21:45"
"Oguzkhan","TR","TR","Istanbul Wild Cats","EUW","xxxx1x","2022-10-16 23:23:59"
"Oguzkhan","TR","TR","Istanbul Wild Cats","EUW","DP Oguzkhan","2020-09-11 01:17:38"
"Oguzkhan","TR","TR","Istanbul Wild Cats","EUW","DP Oguzkhand","2020-06-11 02:40:46"
"Oguzkhan","TR","TR","Istanbul Wild Cats","KR","2960771295757760","2022-05-13 17:39:22"
"Olleh","KR","NA","Golden Guardians","EUW","I love Hardship","2018-05-14 23:16:23"
"Olleh","KR","NA","Golden Guardians","KR","Let me sup","2022-10-22 06:26:01"
"Olleh","KR","NA","Golden Guardians","KR","4444994del","2019-11-04 00:00:00"
"Olleh","KR","NA","Golden Guardians","KR","Me Korean","2018-10-31 19:21:54"
"Olleh","KR","NA","Golden Guardians","NA","Humble Diligent","2020-09-19 07:29:56"
"Olleh","KR","NA","Golden Guardians","NA","Padaria Cremosa","2017-05-26 09:06:11"
"ON","CN","CN","Weibo Gaming","KR","tanoshiii","2022-08-16 08:19:54"
"ON","CN","CN","Weibo Gaming","KR","2639442944698272","2021-12-24 06:39:01"
"ON","CN","CN","Weibo Gaming","KR","yujisama","2020-12-08 05:35:42"
"Once","KR","JP","Sengoku Gaming","KR","????????","2022-10-29 18:31:53"
"Oner","KR","KR","T1","EUW","Thinking PLZ","2021-10-29 00:04:10"
"Oner","KR","KR","T1","KR","qnewbnuerhj","2022-09-25 18:03:38"
"Oner","KR","KR","T1","KR","???????","2022-07-22 12:30:42"
"Oner","KR","KR","T1","KR","T1 Oner","2022-06-18 13:45:12"
"Oner","KR","KR","T1","KR","2633830994978784","2022-01-01 10:23:42"
"Oner","KR","KR","T1","NA","Wakanda f0rever","2022-11-02 19:38:28"
"OnFleek","KR","KR","Hanwha Life Esports","KR","HLE OnFleek","2022-11-02 19:07:35"
"OnFleek","KR","KR","Hanwha Life Esports","KR","76061028del","2020-07-14 06:53:35"
"OnFleek","KR","KR","Hanwha Life Esports","KR","JUGKlNG","2019-09-02 23:58:58"
"Only35","TR","TR","Besiktas e-Sports Club","EUW","35 0nly","2022-09-21 22:36:48"
"Only35","TR","TR","Besiktas e-Sports Club","EUW","Yung Emo","2022-08-19 19:44:14"
"Only35","TR","TR","Besiktas e-Sports Club","EUW","Sadece35","2022-03-24 21:55:43"
"Optimas","EU","RU","One Breath Gaming","EUW","Optimas","2022-07-19 20:40:55"
"Optimus","VT","VT","GAM Esports","KR","ASD1231212","2018-01-12 20:34:05"
"Osman123","TR","TR","Istanbul Wild Cats","NA","ositosi","2022-10-08 06:42:34"
"Padden","TR","TR","Galatasaray Esports","EUW","pdn7","2022-04-13 14:34:39"
"Palafox","NA","NA","Counter Logic Gaming","KR","C9 Palafox","2019-12-22 14:50:27"
"Palafox","NA","NA","Counter Logic Gaming","NA","Palafoxy","2022-11-03 00:08:12"
"Palafox","NA","NA","Counter Logic Gaming","NA","2004 07 08","2021-12-22 00:34:20"
"Pancake","LLA","LLA","All Knights","NA","asd123asd123","2022-03-16 05:04:19"
"Paranoia","RU","RU","Dragon Army","EUW","Ixaocan Empreés","2022-09-06 18:12:09"
"Paranoia","RU","RU","Dragon Army","EUW","Paranoia2","2022-08-07 18:14:01"
"Paranoia","RU","RU","Dragon Army","EUW","Tilted Alice","2021-04-06 13:24:55"
"Patrik","EU","EU","exceL Esports","EUW","Patrik22","2022-11-02 13:26:33"
"Patrik","EU","EU","exceL Esports","EUW","diamond 1 dog","2022-08-25 18:53:07"
"Patrik","EU","EU","exceL Esports","EUW","homeless homes","2022-07-17 13:54:22"
"Patrik","EU","EU","exceL Esports","EUW","Excels PATRIK","2020-06-05 07:03:50"
"Patrik","EU","EU","exceL Esports","EUW","mainpyke00","2019-12-11 19:52:55"
"Patrik","EU","EU","exceL Esports","EUW","noragretsplayer","2019-01-25 15:19:48"
"Patrik","EU","EU","exceL Esports","KR","2966567348192736","2022-05-28 03:31:07"
"Paz","JP","JP","Sengoku Gaming","EUW","BBQ Krazy","2018-05-05 21:53:52"
"Pbd","TR","TR","Dark Passage","EUW","solukmavinokta","2022-10-29 19:12:31"
"Pbd","TR","TR","Dark Passage","EUW","Pbd2","2020-01-15 19:46:10"
